train_project,test_project,metric_set,label,baseline_f1,f1_wo_cfs,f1_with_cfs,cfs_metrics
commons-validator,commons-beanutils,combined,adhoc,0.4056399132321041,0.49787234042553197,0.5438282647584974,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-beanutils,jit,bug,0.0,0.0,0.0,oexp entropy nd nsctr nddev exp
commons-validator,commons-beanutils,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-beanutils,pmd,bug,0.008635578583765112,0.05128205128205128,0.0606060606060606,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-beanutils,combined,bug,0.0,0.0,0.07272727272727272,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-codec,jit,adhoc,0.32546583850931676,0.46875,0.4839506172839506,oexp nd own nddev nsctr minor
commons-validator,commons-codec,static,adhoc,0.25701624815361884,0.5569620253164557,0.5518867924528301,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-codec,pmd,adhoc,0.21972534332084895,0.2867383512544803,0.21238938053097342,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-codec,combined,adhoc,0.2580645161290322,0.4955223880597015,0.4673913043478261,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-codec,jit,bug,0.023529411764705882,0.1,0.27450980392156865,oexp entropy nd nsctr nddev exp
commons-validator,commons-codec,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-codec,pmd,bug,0.03429602888086643,0.07905138339920949,0.1680672268907563,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-codec,combined,bug,0.0,0.0,0.07643312101910828,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-collections,jit,adhoc,0.27123552123552125,0.371244635193133,0.3431151241534989,oexp nd own nddev nsctr minor
commons-validator,commons-collections,static,adhoc,0.14053537284894838,0.32903225806451614,0.3228995057660626,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-collections,pmd,adhoc,0.12088869527336091,0.27984595635430043,0.18408736349453977,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-collections,combined,adhoc,0.21834956432598668,0.3610188261351052,0.3456561922365989,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-collections,jit,bug,0.0,0.0,0.01809954751131222,oexp entropy nd nsctr nddev exp
commons-validator,commons-collections,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-collections,pmd,bug,0.009230262073512446,0.05705705705705705,0.061519903498190594,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-collections,combined,bug,0.0,0.0,0.05490196078431373,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-compress,jit,adhoc,0.3121098626716604,0.326241134751773,0.30508474576271183,oexp nd own nddev nsctr minor
commons-validator,commons-compress,static,adhoc,0.1849836779107726,0.3207331042382589,0.3230452674897119,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-compress,pmd,adhoc,0.1787648970747562,0.3266787658802177,0.2158273381294964,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-compress,combined,adhoc,0.2573099415204679,0.3774647887323944,0.27680798004987534,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-compress,jit,bug,0.044444444444444446,0.04123711340206186,0.09448818897637794,oexp entropy nd nsctr nddev exp
commons-validator,commons-compress,static,bug,0.009345794392523364,0.021739130434782608,0.01970443349753695,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-compress,pmd,bug,0.10204081632653061,0.19280575539568345,0.19985085756897839,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-compress,combined,bug,0.009523809523809523,0.011560693641618497,0.10631229235880399,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-configuration,jit,adhoc,0.28345209817893907,0.3619702176403207,0.2778649921507065,oexp nd own nddev nsctr minor
commons-validator,commons-configuration,static,adhoc,0.14035087719298245,0.34238488783943327,0.3418181818181818,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-configuration,pmd,adhoc,0.1407095610342754,0.31980906921241053,0.12471131639722864,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-configuration,combined,adhoc,0.19512195121951217,0.3610108303249097,0.2573913043478261,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-configuration,jit,bug,0.0,0.012195121951219511,0.0392156862745098,oexp entropy nd nsctr nddev exp
commons-validator,commons-configuration,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-configuration,pmd,bug,0.03013698630136986,0.09961685823754789,0.1405622489959839,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-configuration,combined,bug,0.0,0.0,0.08,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-dbcp,jit,adhoc,0.3862520458265139,0.47723704866562006,0.4497751124437781,oexp nd own nddev nsctr minor
commons-validator,commons-dbcp,static,adhoc,0.257372654155496,0.5201900237529692,0.4673629242819843,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-dbcp,pmd,adhoc,0.3020361990950226,0.5716999050332384,0.505938242280285,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-dbcp,combined,adhoc,0.30812854442344045,0.4918518518518519,0.4497041420118343,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-dbcp,jit,bug,0.019801980198019802,0.023529411764705882,0.07500000000000001,oexp entropy nd nsctr nddev exp
commons-validator,commons-dbcp,static,bug,0.0,0.045454545454545456,0.07207207207207209,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-dbcp,pmd,bug,0.0,0.018181818181818184,0.13704496788008563,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-dbcp,combined,bug,0.0,0.0,0.12790697674418605,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-digester,jit,adhoc,0.3096234309623431,0.36790606653620356,0.33248730964467005,oexp nd own nddev nsctr minor
commons-validator,commons-digester,static,adhoc,0.16613418530351437,0.3235747303543914,0.30303030303030304,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-digester,pmd,adhoc,0.12556595230908543,0.2559055118110236,0.14035087719298248,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-digester,combined,adhoc,0.23470661672908866,0.35353535353535354,0.3207070707070707,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-digester,jit,bug,0.0,0.0,0.0,oexp entropy nd nsctr nddev exp
commons-validator,commons-digester,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-digester,pmd,bug,0.01609907120743034,0.03664921465968586,0.030735455543358946,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-digester,combined,bug,0.0,0.1,0.023255813953488375,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-io,jit,adhoc,0.3443708609271523,0.40798226164079815,0.3064182194616977,oexp nd own nddev nsctr minor
commons-validator,commons-io,static,adhoc,0.1975609756097561,0.3553530751708428,0.3978102189781022,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-io,pmd,adhoc,0.12313803376365441,0.3317972350230414,0.13043478260869562,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-io,combined,adhoc,0.2818955042527339,0.37528604118993136,0.34362934362934366,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-io,jit,bug,0.016949152542372878,0.047619047619047616,0.08139534883720931,oexp entropy nd nsctr nddev exp
commons-validator,commons-io,static,bug,0.0,0.052631578947368425,0.05970149253731343,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-io,pmd,bug,0.030160226201696515,0.09554140127388534,0.14523809523809522,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-io,combined,bug,0.022222222222222223,0.028169014084507043,0.1395348837209302,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-jcs,jit,adhoc,0.1654302670623145,0.366804979253112,0.46193884189980483,oexp nd own nddev nsctr minor
commons-validator,commons-jcs,static,adhoc,0.2294279596206791,0.5313283208020051,0.5072289156626506,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-jcs,pmd,adhoc,0.26760190577024884,0.6212058212058212,0.5627586206896551,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-jcs,combined,adhoc,0.13948082138705928,0.5106675843083276,0.2849872773536896,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-jcs,jit,bug,0.0,0.0,0.0,oexp entropy nd nsctr nddev exp
commons-validator,commons-jcs,static,bug,0.0,0.02654867256637168,0.08,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-jcs,pmd,bug,0.014062499999999999,0.026315789473684213,0.0706713780918728,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-jcs,combined,bug,0.0,0.0,0.008547008547008548,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-jexl,jit,adhoc,0.17158176943699732,0.3788546255506608,0.44067796610169496,oexp nd own nddev nsctr minor
commons-validator,commons-jexl,static,adhoc,0.24858757062146897,0.44878048780487806,0.5014807502467917,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-jexl,pmd,adhoc,0.26805096743747053,0.45429362880886426,0.08786610878661089,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-jexl,combined,adhoc,0.19209039548022597,0.40981240981240985,0.351010101010101,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-jexl,jit,bug,0.0,0.010101010101010102,0.04810996563573883,oexp entropy nd nsctr nddev exp
commons-validator,commons-jexl,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-jexl,pmd,bug,0.08222222222222222,0.12328767123287672,0.26652452025586354,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-jexl,combined,bug,0.0,0.0,0.13768115942028986,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-lang,jit,adhoc,0.2482678983833718,0.4175563463819692,0.4021257750221435,oexp nd own nddev nsctr minor
commons-validator,commons-lang,static,adhoc,0.15991237677984665,0.3235955056179775,0.36033308099924305,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-lang,pmd,adhoc,0.09613428280773144,0.30064161319890004,0.24167459562321597,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-lang,combined,adhoc,0.19210371243370655,0.3720379146919432,0.403076923076923,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-lang,jit,bug,0.06593406593406592,0.15936254980079684,0.08058608058608059,oexp entropy nd nsctr nddev exp
commons-validator,commons-lang,static,bug,0.0,0.012578616352201257,0.03508771929824561,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-lang,pmd,bug,0.014461931093151852,0.052208835341365466,0.124052377670572,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-lang,combined,bug,0.0,0.0,0.13048128342245988,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-math,jit,adhoc,0.125,0.3948191156766413,0.36503067484662577,oexp nd own nddev nsctr minor
commons-validator,commons-math,static,adhoc,0.2104642014162077,0.4392712550607287,0.43212016175621026,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-math,pmd,adhoc,0.14678062678062678,0.29873646209386284,0.21934089681253377,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-math,combined,adhoc,0.217951722521678,0.42702050663449936,0.3539156626506024,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-math,jit,bug,0.0,0.006309148264984227,0.020366598778004074,oexp entropy nd nsctr nddev exp
commons-validator,commons-math,static,bug,0.0039062499999999996,0.018927444794952678,0.05202312138728324,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-math,pmd,bug,0.0280535567902359,0.10223266745005875,0.11674682990817664,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-math,combined,bug,0.0,0.018927444794952678,0.10262008733624453,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-net,jit,adhoc,0.3316062176165803,0.55863539445629,0.42088091353996737,oexp nd own nddev nsctr minor
commons-validator,commons-net,static,adhoc,0.21709006928406466,0.37300177619893427,0.38082556591211714,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-net,pmd,adhoc,0.12352753900031836,0.34116445352400415,0.27777777777777773,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-net,combined,adhoc,0.35116598079561046,0.4550898203592814,0.3624161073825503,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-net,jit,bug,0.011560693641618497,0.016260162601626015,0.02580645161290323,oexp entropy nd nsctr nddev exp
commons-validator,commons-net,static,bug,0.0,0.0,0.07407407407407407,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-net,pmd,bug,0.019721577726218097,0.0859375,0.11483253588516745,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-net,combined,bug,0.0,0.0,0.04237288135593221,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-scxml,jit,adhoc,0.1121951219512195,0.3802163833075734,0.5494252873563219,oexp nd own nddev nsctr minor
commons-validator,commons-scxml,static,adhoc,0.2985658409387223,0.5501222493887531,0.5467625899280575,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-scxml,pmd,adhoc,0.40636704119850187,0.5168018539976825,0.11567164179104476,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-scxml,combined,adhoc,0.2291970802919708,0.47851002865329517,0.4426229508196722,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-scxml,jit,bug,0.0,0.0,0.0,oexp entropy nd nsctr nddev exp
commons-validator,commons-scxml,static,bug,0.0,0.0,0.07194244604316546,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-scxml,pmd,bug,0.023032629558541264,0.08411214953271028,0.15615615615615616,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-scxml,combined,bug,0.0,0.05,0.11764705882352941,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,commons-vfs,jit,adhoc,0.17254408060453397,0.3931451612903226,0.47566718995290425,oexp nd own nddev nsctr minor
commons-validator,commons-vfs,static,adhoc,0.26558005752636626,0.49328621908127207,0.5041716328963051,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,commons-vfs,pmd,adhoc,0.22830748927746616,0.38542510121457496,0.24173553719008262,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-vfs,combined,adhoc,0.2433862433862434,0.4565801253357207,0.3889908256880734,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,commons-vfs,jit,bug,0.012987012987012988,0.0,0.017241379310344827,oexp entropy nd nsctr nddev exp
commons-validator,commons-vfs,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,commons-vfs,pmd,bug,0.012393998695368558,0.04792332268370607,0.08559373116335141,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,commons-vfs,combined,bug,0.0,0.0,0.07638888888888888,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,deltaspike,jit,adhoc,0.27272727272727276,0.38095238095238093,0.27447392497712714,oexp nd own nddev nsctr minor
commons-validator,deltaspike,static,adhoc,0.1962681409813407,0.30007501875468867,0.3074670571010249,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,deltaspike,pmd,adhoc,0.14436992587363218,0.24149286498353453,0.13856812933025406,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,deltaspike,combined,adhoc,0.25,0.3157010915197313,0.2538071065989848,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,deltaspike,jit,bug,0.021739130434782605,0.053097345132743355,0.1588089330024814,oexp entropy nd nsctr nddev exp
commons-validator,deltaspike,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,deltaspike,pmd,bug,0.04343629343629345,0.15012722646310434,0.21974522292993628,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,deltaspike,combined,bug,0.0,0.0,0.14832535885167464,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,eagle,jit,adhoc,0.42862791617240015,0.31516743269862113,0.42649842271293376,oexp nd own nddev nsctr minor
commons-validator,eagle,static,adhoc,0.27735431522006393,0.69553450608931,0.6931623931623933,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,eagle,pmd,adhoc,0.5001088139281827,0.6115978306216103,0.3663239074550128,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,eagle,combined,adhoc,0.08935774123487435,0.6788111217641418,0.39865771812080536,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,eagle,jit,bug,0.0,0.0,0.0,oexp entropy nd nsctr nddev exp
commons-validator,eagle,static,bug,0.0,0.01015228426395939,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,eagle,pmd,bug,0.03251015942482025,0.07350096711798838,0.16398546964193048,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,eagle,combined,bug,0.0,0.0,0.009708737864077667,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,giraph,jit,adhoc,0.25505716798592787,0.36655052264808363,0.3092948717948718,oexp nd own nddev nsctr minor
commons-validator,giraph,static,adhoc,0.16598130841121497,0.33365109628217354,0.37839908081194945,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,giraph,pmd,adhoc,0.24853064651553317,0.44730331519049976,0.40349344978165935,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,giraph,combined,adhoc,0.19376498800959233,0.35326998323085523,0.2823529411764706,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,giraph,jit,bug,0.0,0.00784313725490196,0.017142857142857144,oexp entropy nd nsctr nddev exp
commons-validator,giraph,static,bug,0.00554016620498615,0.023904382470119525,0.014981273408239699,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,giraph,pmd,bug,0.042757626711506125,0.09991079393398751,0.14638971315529178,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,giraph,combined,bug,0.0,0.016666666666666666,0.0728744939271255,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,gora,jit,adhoc,0.220125786163522,0.35244161358811044,0.16519174041297935,oexp nd own nddev nsctr minor
commons-validator,gora,static,adhoc,0.15491009681881052,0.27325581395348836,0.28611111111111115,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,gora,pmd,adhoc,0.15,0.2607626076260762,0.1271676300578035,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,gora,combined,adhoc,0.2026266416510319,0.2914572864321608,0.2165242165242165,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,gora,jit,bug,0.0,0.0,0.0,oexp entropy nd nsctr nddev exp
commons-validator,gora,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,gora,pmd,bug,0.003149606299212599,0.04733727810650888,0.1565017261219793,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,gora,combined,bug,0.0,0.0,0.018018018018018018,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,jspwiki,jit,adhoc,0.07880597014925374,0.3177660086663457,0.5098725318670333,oexp nd own nddev nsctr minor
commons-validator,jspwiki,static,adhoc,0.25028702640642936,0.48633093525179855,0.501202244189153,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,jspwiki,pmd,adhoc,0.281386906997121,0.5,0.4683862131933349,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,jspwiki,combined,adhoc,0.25555555555555554,0.49165302782324055,0.46796992481203004,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,jspwiki,jit,bug,0.0,0.0,0.014545454545454545,oexp entropy nd nsctr nddev exp
commons-validator,jspwiki,static,bug,0.005681818181818182,0.03305785123966942,0.030769230769230767,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
commons-validator,jspwiki,pmd,bug,0.009538002980625931,0.04705882352941177,0.09747504403992954,current_PMD_PL parent_PMD_VNC current_PMD_SCN parent_PMD_ULWCC current_PMD_SDFNL parent_PMD_EIS
commons-validator,jspwiki,combined,bug,0.0,0.0,0.06451612903225806,current_TNLPM current_PMD_PL parent_NOP current_PMD_SDFNL current_PUA delta_PMD_ULWCC current_PMD_REARTN
commons-validator,knox,jit,adhoc,0.1850899742930591,0.3603053435114504,0.24321389793702494,oexp nd own nddev nsctr minor
commons-validator,knox,static,adhoc,0.20752269779507135,0.36272040302267006,0.3454398708635997,delta_MISM delta_MIMS parent_NOD delta_PUA current_CLOC delta_NLPA
commons-validator,knox,pmd,adhoc,0.1547339175037401,0.3062015503875969,0.3096774193548387,current_PMD_MSVUID delta_PMD_MSVUID current_PMD_VNC current_PMD_ASAML parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,knox,combined,adhoc,0.16145307769929365,0.37209302325581395,0.2893258426966292,delta_MISM nd own current_PMD_ULV parent_PMD_ULWCC parent_PMD_AFNMTN
commons-validator,knox,jit,bug,0.0,0.0,0.006993006993006993,oexp entropy nd nsctr nddev exp
commons-validator,knox,static,bug,0.0,0.0,0.0,current_NLA current_LCOM5 parent_NOP current_PUA delta_NOD delta_CLOC
